	origin	Formula	Neutral_mass	mz	md	inclusion
HMDB52386	LIPID	C65H118O5	978.8979269	977.8906503	0.8906503	n
HMDB52392	LIPID	C65H118O5	978.8979269	977.8906503	0.8906503	n
HMDB54176	LIPID	C65H118O5	978.8979269	977.8906503	0.8906503	n
HMDB54765	LIPID	C65H118O5	978.8979269	977.8906503	0.8906503	n
HMDB54956	LIPID	C65H118O5	978.8979269	977.8906503	0.8906503	n
HMDB55610	LIPID	C65H118O5	978.8979269	977.8906503	0.8906503	n
HMDB55712	LIPID	C65H118O5	978.8979269	977.8906503	0.8906503	n
HMDB55821	LIPID	C65H118O5	978.8979269	977.8906503	0.8906503	n
HMDB06970	LIPID	C46H83N3O15P2	979.529942	978.5226654	0.5226654	n
HMDB06971	LIPID	C46H83N3O15P2	979.529942	978.5226654	0.5226654	n
HMDB06986	LIPID	C46H83N3O15P2	979.529942	978.5226654	0.5226654	n
HMDB06995	LIPID	C46H83N3O15P2	979.529942	978.5226654	0.5226654	n
HMDB10544	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB45287	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB45422	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB45443	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB45448	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB46177	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB46227	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB49532	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB49547	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB49552	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB49652	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB49657	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB49672	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB50139	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB50153	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB50158	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB50253	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB50258	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB50272	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB50678	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB50733	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB50792	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB50805	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB50810	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB50828	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB50840	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB50846	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB51095	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB51100	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB51203	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB51208	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB51220	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB51254	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB51260	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB51265	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB51271	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB51328	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB51355	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB51361	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB51831	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB51863	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB51895	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB53137	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB53144	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB53241	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB53801	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB53806	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB53873	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB53878	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB53884	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB53906	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB53912	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB53917	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB53956	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB53977	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB54142	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB54146	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB54212	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB54239	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB54299	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB54509	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB54537	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB54565	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB54579	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB54583	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB54588	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB54597	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB54606	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB54615	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB54624	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB54728	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB54737	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB54752	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB54784	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB54806	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB54831	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB54847	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB54939	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB54981	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB54986	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB54989	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB54994	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB55001	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB55071	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB55293	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB55439	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB55480	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB55594	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB55637	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB55703	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB55730	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB55737	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB55814	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB55831	LIPID	C65H104O6	980.7832911	979.7760145	0.7760145	n
HMDB43154	LIPID	C64H116O6	980.8771914	979.8699148	0.8699148	n
HMDB43574	LIPID	C64H116O6	980.8771914	979.8699148	0.8699148	n
HMDB45883	LIPID	C64H116O6	980.8771914	979.8699148	0.8699148	n
HMDB45935	LIPID	C64H116O6	980.8771914	979.8699148	0.8699148	n
HMDB46008	LIPID	C64H116O6	980.8771914	979.8699148	0.8699148	n
HMDB46010	LIPID	C64H116O6	980.8771914	979.8699148	0.8699148	n
HMDB47044	LIPID	C64H116O6	980.8771914	979.8699148	0.8699148	n
HMDB49372	LIPID	C64H116O6	980.8771914	979.8699148	0.8699148	n
HMDB49374	LIPID	C64H116O6	980.8771914	979.8699148	0.8699148	n
HMDB49392	LIPID	C64H116O6	980.8771914	979.8699148	0.8699148	n
HMDB49434	LIPID	C64H116O6	980.8771914	979.8699148	0.8699148	n
HMDB49986	LIPID	C64H116O6	980.8771914	979.8699148	0.8699148	n
HMDB49988	LIPID	C64H116O6	980.8771914	979.8699148	0.8699148	n
HMDB50005	LIPID	C64H116O6	980.8771914	979.8699148	0.8699148	n
HMDB50045	LIPID	C64H116O6	980.8771914	979.8699148	0.8699148	n
HMDB50551	LIPID	C64H116O6	980.8771914	979.8699148	0.8699148	n
HMDB50553	LIPID	C64H116O6	980.8771914	979.8699148	0.8699148	n
HMDB50587	LIPID	C64H116O6	980.8771914	979.8699148	0.8699148	n
HMDB50625	LIPID	C64H116O6	980.8771914	979.8699148	0.8699148	n
HMDB51597	LIPID	C64H116O6	980.8771914	979.8699148	0.8699148	n
HMDB51599	LIPID	C64H116O6	980.8771914	979.8699148	0.8699148	n
HMDB52062	LIPID	C64H116O6	980.8771914	979.8699148	0.8699148	n
HMDB52064	LIPID	C64H116O6	980.8771914	979.8699148	0.8699148	n
HMDB52078	LIPID	C64H116O6	980.8771914	979.8699148	0.8699148	n
HMDB52080	LIPID	C64H116O6	980.8771914	979.8699148	0.8699148	n
HMDB52461	LIPID	C64H116O6	980.8771914	979.8699148	0.8699148	n
HMDB53319	LIPID	C64H116O6	980.8771914	979.8699148	0.8699148	n
HMDB46805	LIPID	C65H120O5	980.913577	979.9063004	0.9063004	n
HMDB46997	LIPID	C65H120O5	980.913577	979.9063004	0.9063004	n
HMDB47484	LIPID	C65H120O5	980.913577	979.9063004	0.9063004	n
HMDB47628	LIPID	C65H120O5	980.913577	979.9063004	0.9063004	n
HMDB47714	LIPID	C65H120O5	980.913577	979.9063004	0.9063004	n
HMDB47720	LIPID	C65H120O5	980.913577	979.9063004	0.9063004	n
HMDB51138	LIPID	C65H120O5	980.913577	979.9063004	0.9063004	n
HMDB51393	LIPID	C65H120O5	980.913577	979.9063004	0.9063004	n
HMDB52124	LIPID	C65H120O5	980.913577	979.9063004	0.9063004	n
HMDB52220	LIPID	C65H120O5	980.913577	979.9063004	0.9063004	n
HMDB52385	LIPID	C65H120O5	980.913577	979.9063004	0.9063004	n
HMDB53832	LIPID	C65H120O5	980.913577	979.9063004	0.9063004	n
HMDB54088	LIPID	C65H120O5	980.913577	979.9063004	0.9063004	n
HMDB54550	LIPID	C65H120O5	980.913577	979.9063004	0.9063004	n
HMDB54631	LIPID	C65H120O5	980.913577	979.9063004	0.9063004	n
HMDB54693	LIPID	C65H120O5	980.913577	979.9063004	0.9063004	n
HMDB55570	LIPID	C65H120O5	980.913577	979.9063004	0.9063004	n
HMDB06969	LIPID	C46H85N3O15P2	981.5455921	980.5383155	0.5383155	n
HMDB06977	LIPID	C46H85N3O15P2	981.5455921	980.5383155	0.5383155	n
HMDB45260	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB45281	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB45286	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB45416	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB45421	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB45442	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB45995	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB46071	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB46151	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB46171	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB46176	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB46201	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB46220	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB46226	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB46879	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB46927	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB46975	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB49526	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB49531	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB49546	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB49651	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB50133	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB50138	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB50152	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB50252	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB50545	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB50659	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB50672	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB50677	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB50714	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB50726	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB50732	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB50786	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB50791	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB50804	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB50821	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB50827	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB50833	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB50839	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB51083	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB51094	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB51202	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB51243	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB51247	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB51253	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB51345	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB51695	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB51744	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB51793	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB51814	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB51825	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB51830	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB51846	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB51856	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB51862	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB51878	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB51887	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB51894	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB52313	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB52343	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB53039	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB53131	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB53136	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB53157	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB53227	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB53795	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB53800	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB53872	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB53901	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB53905	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB53967	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB54065	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB54136	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB54141	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB54162	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB54222	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB54232	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB54238	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB54288	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB54467	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB54503	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB54508	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB54527	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB54536	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB54555	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB54564	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB54573	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB54578	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB54582	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB54596	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB54614	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB54674	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB54722	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB54727	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB54731	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB54736	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB54744	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB54823	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB54933	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB54938	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB54945	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB55000	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB55015	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB55070	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB55244	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB55292	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB55391	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB55438	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB55443	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB55559	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB55593	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB55602	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB55636	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB55702	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB55705	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB55813	LIPID	C65H106O6	982.7989411	981.7916645	0.7916645	n
HMDB43385	LIPID	C64H118O6	982.8928415	981.8855649	0.8855649	n
HMDB43553	LIPID	C64H118O6	982.8928415	981.8855649	0.8855649	n
HMDB45058	LIPID	C64H118O6	982.8928415	981.8855649	0.8855649	n
HMDB45060	LIPID	C64H118O6	982.8928415	981.8855649	0.8855649	n
HMDB45084	LIPID	C64H118O6	982.8928415	981.8855649	0.8855649	n
HMDB45138	LIPID	C64H118O6	982.8928415	981.8855649	0.8855649	n
HMDB45826	LIPID	C64H118O6	982.8928415	981.8855649	0.8855649	n
HMDB45828	LIPID	C64H118O6	982.8928415	981.8855649	0.8855649	n
HMDB45876	LIPID	C64H118O6	982.8928415	981.8855649	0.8855649	n
HMDB45928	LIPID	C64H118O6	982.8928415	981.8855649	0.8855649	n
HMDB46541	LIPID	C64H118O6	982.8928415	981.8855649	0.8855649	n
HMDB46543	LIPID	C64H118O6	982.8928415	981.8855649	0.8855649	n
HMDB46637	LIPID	C64H118O6	982.8928415	981.8855649	0.8855649	n
HMDB46687	LIPID	C64H118O6	982.8928415	981.8855649	0.8855649	n
HMDB47230	LIPID	C64H118O6	982.8928415	981.8855649	0.8855649	n
HMDB47232	LIPID	C64H118O6	982.8928415	981.8855649	0.8855649	n
HMDB47254	LIPID	C64H118O6	982.8928415	981.8855649	0.8855649	n
HMDB47256	LIPID	C64H118O6	982.8928415	981.8855649	0.8855649	n
HMDB47368	LIPID	C64H118O6	982.8928415	981.8855649	0.8855649	n
HMDB47369	LIPID	C64H118O6	982.8928415	981.8855649	0.8855649	n
HMDB47416	LIPID	C64H118O6	982.8928415	981.8855649	0.8855649	n
HMDB47417	LIPID	C64H118O6	982.8928415	981.8855649	0.8855649	n
HMDB49204	LIPID	C64H118O6	982.8928415	981.8855649	0.8855649	n
HMDB49206	LIPID	C64H118O6	982.8928415	981.8855649	0.8855649	n
HMDB49826	LIPID	C64H118O6	982.8928415	981.8855649	0.8855649	n
HMDB49828	LIPID	C64H118O6	982.8928415	981.8855649	0.8855649	n
HMDB50399	LIPID	C64H118O6	982.8928415	981.8855649	0.8855649	n
HMDB50401	LIPID	C64H118O6	982.8928415	981.8855649	0.8855649	n
HMDB51478	LIPID	C64H118O6	982.8928415	981.8855649	0.8855649	n
HMDB51480	LIPID	C64H118O6	982.8928415	981.8855649	0.8855649	n
HMDB51939	LIPID	C64H118O6	982.8928415	981.8855649	0.8855649	n
HMDB51966	LIPID	C64H118O6	982.8928415	981.8855649	0.8855649	n
HMDB51968	LIPID	C64H118O6	982.8928415	981.8855649	0.8855649	n
HMDB47316	LIPID	C65H122O5	982.929227	981.9219504	0.9219504	n
HMDB47460	LIPID	C65H122O5	982.929227	981.9219504	0.9219504	n
HMDB47707	LIPID	C65H122O5	982.929227	981.9219504	0.9219504	n
HMDB47713	LIPID	C65H122O5	982.929227	981.9219504	0.9219504	n
HMDB50994	LIPID	C65H122O5	982.929227	981.9219504	0.9219504	n
HMDB51764	LIPID	C65H122O5	982.929227	981.9219504	0.9219504	n
HMDB51908	LIPID	C65H122O5	982.929227	981.9219504	0.9219504	n
HMDB53736	LIPID	C65H122O5	982.929227	981.9219504	0.9219504	n
HMDB54480	LIPID	C65H122O5	982.929227	981.9219504	0.9219504	n
HMDB45254	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB45259	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB45280	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB45415	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB45813	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB45969	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB45989	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB45994	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB46045	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB46064	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB46070	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB46145	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB46150	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB46170	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB46194	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB46200	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB46213	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB46219	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB46679	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB46752	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB46825	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB46854	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB46873	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB46878	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB46902	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB46920	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB46926	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB46950	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB46967	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB46974	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB47601	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB47647	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB49511	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB49525	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB49671	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB50119	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB50132	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB50271	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB50539	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB50544	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB50653	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB50658	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB50671	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB50707	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB50713	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB50719	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB50725	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
HMDB50785	LIPID	C65H108O6	984.8145912	983.8073146	0.8073146	n
