	origin	Formula	Neutral_mass	mz	md	inclusion
HMDB03052	Endogenous	C3H6O2	74.03677944	73.02950284	0.02950284	n
HMDB03453	Endogenous	C3H6O2	74.03677944	73.02950284	0.02950284	n
HMDB06458	Endogenous	C3H6O2	74.03677944	73.02950284	0.02950284	n
HMDB06961	Endogenous	C3H6O2	74.03677944	73.02950284	0.02950284	n
HMDB31229	Endogenous	C3H6O2	74.03677944	73.02950284	0.02950284	n
HMDB31523	Endogenous	C3H6O2	74.03677944	73.02950284	0.02950284	n
HMDB31419	Endogenous	C2H6N2O	74.04801282	73.04073622	0.04073622	n
HMDB04327	Endogenous	C4H10O	74.07316494	73.06588834	0.06588834	n
HMDB06006	Endogenous	C4H10O	74.07316494	73.06588834	0.06588834	n
HMDB11469	Endogenous	C4H10O	74.07316494	73.06588834	0.06588834	n
HMDB31456	Endogenous	C4H10O	74.07316494	73.06588834	0.06588834	n
HMDB00002	Endogenous	C3H10N2	74.08439833	73.07712173	0.07712173	n
HMDB13136	Endogenous	C3H10N2	74.08439833	73.07712173	0.07712173	n
HMDB00123	Endogenous	C2H5NO2	75.03202841	74.02475181	0.02475181	n
HMDB31239	Endogenous	C2H5NO2	75.03202841	74.02475181	0.02475181	n
HMDB12136	Endogenous	C3H9NO	75.06841392	74.06113732	0.06113732	n
HMDB00115	Endogenous	C2H4O3	76.01604399	75.00876739	0.00876739	n
HMDB31608	Endogenous	C2H4O3	76.01604399	75.00876739	0.00876739	n
HMDB31238	Endogenous	C3H8S	76.03467095	75.02739435	0.02739435	n
HMDB31634	Endogenous	C3H8S	76.03467095	75.02739435	0.02739435	n
HMDB06213	Endogenous	C3H8O2	76.0524295	75.0451529	0.0451529	n
HMDB02991	Endogenous	C2H7NS	77.02991992	76.02264332	0.02264332	n
HMDB12295	Endogenous	C3H9S	77.04249598	76.03521938	0.03521938	n
HMDB03361	Endogenous	C4H4N2	80.03744814	79.03017154	0.03017154	n
HMDB13749	Endogenous	C5H6O	82.04186481	81.03458821	0.03458821	n
HMDB31597	Endogenous	C5H6O	82.04186481	81.03458821	0.03458821	n
HMDB31544	Endogenous	C6H10	82.07825032	81.07097372	0.07097372	n
HMDB03929	Endogenous	C3H5N3	83.04834718	82.04107058	0.04107058	n
HMDB32330	Endogenous	C4H4O2	84.02112937	83.01385277	0.01385277	n
HMDB04363	Endogenous	C3H4N2O	84.03236276	83.02508616	0.02508616	n
HMDB01184	Endogenous	C5H8O	84.05751488	83.05023828	0.05023828	n
HMDB12157	Endogenous	C5H8O	84.05751488	83.05023828	0.05023828	n
HMDB31407	Endogenous	C5H8O	84.05751488	83.05023828	0.05023828	n
HMDB31512	Endogenous	C5H8O	84.05751488	83.05023828	0.05023828	n
HMDB31530	Endogenous	C5H8O	84.05751488	83.05023828	0.05023828	n
HMDB31601	Endogenous	C5H8O	84.05751488	83.05023828	0.05023828	n
HMDB31606	Endogenous	C5H8O	84.05751488	83.05023828	0.05023828	n
HMDB31607	Endogenous	C5H8O	84.05751488	83.05023828	0.05023828	n
HMDB32458	Endogenous	C5H8O	84.05751488	83.05023828	0.05023828	n
HMDB29597	Endogenous	C6H12	84.09390038	83.08662378	0.08662378	n
HMDB31542	Endogenous	C6H12	84.09390038	83.08662378	0.08662378	n
HMDB02039	Endogenous	C4H7NO	85.05276385	84.04548725	0.04548725	n
HMDB00549	Endogenous	C4H6O2	86.03677944	85.02950284	0.02950284	n
HMDB02523	Endogenous	C4H6O2	86.03677944	85.02950284	0.02950284	n
HMDB03407	Endogenous	C4H6O2	86.03677944	85.02950284	0.02950284	n
HMDB10720	Endogenous	C4H6O2	86.03677944	85.02950284	0.02950284	n
HMDB31209	Endogenous	C4H6O2	86.03677944	85.02950284	0.02950284	n
HMDB34439	Endogenous	C4H6O2	86.03677944	85.02950284	0.02950284	n
HMDB30124	Endogenous	C5H10O	86.07316494	85.06588834	0.06588834	n
HMDB30126	Endogenous	C5H10O	86.07316494	85.06588834	0.06588834	n
HMDB31206	Endogenous	C5H10O	86.07316494	85.06588834	0.06588834	n
HMDB31525	Endogenous	C5H10O	86.07316494	85.06588834	0.06588834	n
HMDB31526	Endogenous	C5H10O	86.07316494	85.06588834	0.06588834	n
HMDB31604	Endogenous	C5H10O	86.07316494	85.06588834	0.06588834	n
HMDB31605	Endogenous	C5H10O	86.07316494	85.06588834	0.06588834	n
HMDB29600	Endogenous	C6H14	86.10955045	85.10227385	0.10227385	n
HMDB01080	Endogenous	C4H9NO	87.06841392	86.06113732	0.06113732	n
HMDB31215	Endogenous	C4H9NO	87.06841392	86.06113732	0.06113732	n
HMDB31581	Endogenous	C4H9NO	87.06841392	86.06113732	0.06113732	n
HMDB31659	Endogenous	C5H13N	87.10479942	86.09752282	0.09752282	n
HMDB32392	Endogenous	C5H13N	87.10479942	86.09752282	0.09752282	n
HMDB00243	Endogenous	C3H4O3	88.01604399	87.00876739	0.00876739	n
HMDB11111	Endogenous	C3H4O3	88.01604399	87.00876739	0.00876739	n
HMDB31653	Endogenous	C4H8S	88.03467095	87.02739435	0.02739435	n
HMDB00039	Endogenous	C4H8O2	88.0524295	87.0451529	0.0451529	n
HMDB01873	Endogenous	C4H8O2	88.0524295	87.0451529	0.0451529	n
HMDB30062	Endogenous	C4H8O2	88.0524295	87.0451529	0.0451529	n
HMDB31217	Endogenous	C4H8O2	88.0524295	87.0451529	0.0451529	n
HMDB31507	Endogenous	C4H8O2	88.0524295	87.0451529	0.0451529	n
HMDB29198	Endogenous	C3H8N2O	88.06366289	87.05638629	0.05638629	n
HMDB06007	Endogenous	C5H12O	88.08881501	87.08153841	0.08153841	n
HMDB13036	Endogenous	C5H12O	88.08881501	87.08153841	0.08153841	n
HMDB31527	Endogenous	C5H12O	88.08881501	87.08153841	0.08153841	n
HMDB01414	Endogenous	C4H12N2	88.10004839	87.09277179	0.09277179	n
HMDB00056	Endogenous	C3H7NO2	89.04767847	88.04040187	0.04040187	n
HMDB00161	Endogenous	C3H7NO2	89.04767847	88.04040187	0.04040187	n
HMDB00271	Endogenous	C3H7NO2	89.04767847	88.04040187	0.04040187	n
HMDB01310	Endogenous	C3H7NO2	89.04767847	88.04040187	0.04040187	n
HMDB31219	Endogenous	C3H7NO2	89.04767847	88.04040187	0.04040187	n
HMDB32231	Endogenous	C4H11NO	89.08406398	88.07678738	0.07678738	n
HMDB30025	Endogenous	C3H6OS	90.0139355	89.0066589	0.0066589	n
HMDB31189	Endogenous	C3H6OS	90.0139355	89.0066589	0.0066589	n
HMDB31636	Endogenous	C3H6OS	90.0139355	89.0066589	0.0066589	n
HMDB31718	Endogenous	C3H6OS	90.0139355	89.0066589	0.0066589	n
HMDB00190	Endogenous	C3H6O3	90.03169406	89.02441746	0.02441746	n
HMDB00700	Endogenous	C3H6O3	90.03169406	89.02441746	0.02441746	n
HMDB01051	Endogenous	C3H6O3	90.03169406	89.02441746	0.02441746	n
HMDB01311	Endogenous	C3H6O3	90.03169406	89.02441746	0.02441746	n
HMDB01882	Endogenous	C3H6O3	90.03169406	89.02441746	0.02441746	n
HMDB29580	Endogenous	C3H6O3	90.03169406	89.02441746	0.02441746	n
HMDB31232	Endogenous	C3H6O3	90.03169406	89.02441746	0.02441746	n
HMDB41929	Endogenous	C3H6O3	90.03169406	89.02441746	0.02441746	n
HMDB31245	Endogenous	C4H10S	90.05032101	89.04304441	0.04304441	n
HMDB31322	Endogenous	C4H10S	90.05032101	89.04304441	0.04304441	n
HMDB31666	Endogenous	C4H10S	90.05032101	89.04304441	0.04304441	n
HMDB03156	Endogenous	C4H10O2	90.06807956	89.06080296	0.06080296	n
HMDB30061	Endogenous	C4H10O2	90.06807956	89.06080296	0.06080296	n
HMDB31213	Endogenous	C4H10O2	90.06807956	89.06080296	0.06080296	n
HMDB31320	Endogenous	C4H10O2	90.06807956	89.06080296	0.06080296	n
HMDB30299	Endogenous	C3H8OS	92.02958557	91.02230897	0.02230897	n
HMDB32425	Endogenous	C3H8OS	92.02958557	91.02230897	0.02230897	n
HMDB00131	Endogenous	C3H8O3	92.04734412	91.04006752	0.04006752	n
HMDB03012	Endogenous	C6H7N	93.05784923	92.05057263	0.05057263	n
HMDB31335	Endogenous	C3H7ClO	94.01854255	93.01126595	0.01126595	n
HMDB31532	Endogenous	C7H10	94.07825032	93.07097372	0.07097372	n
HMDB32395	Endogenous	C7H10	94.07825032	93.07097372	0.07097372	n
HMDB13751	Endogenous	C5H5NO	95.03711379	94.02983719	0.02983719	n
HMDB31545	Endogenous	C6H8O	96.05751488	95.05023828	0.05023828	n
HMDB31546	Endogenous	C6H8O	96.05751488	95.05023828	0.05023828	n
HMDB31339	Endogenous	C5H7NO	97.05276385	96.04548725	0.04548725	n
HMDB13742	Endogenous	C5H6O2	98.03677944	97.02950284	0.02950284	n
HMDB29609	Endogenous	C5H6O2	98.03677944	97.02950284	0.02950284	n
HMDB03315	Endogenous	C6H10O	98.07316494	97.06588834	0.06588834	n
HMDB30332	Endogenous	C6H10O	98.07316494	97.06588834	0.06588834	n
HMDB31196	Endogenous	C6H10O	98.07316494	97.06588834	0.06588834	n
HMDB31496	Endogenous	C6H10O	98.07316494	97.06588834	0.06588834	n
HMDB31497	Endogenous	C6H10O	98.07316494	97.06588834	0.06588834	n
HMDB31498	Endogenous	C6H10O	98.07316494	97.06588834	0.06588834	n
HMDB31563	Endogenous	C6H10O	98.07316494	97.06588834	0.06588834	n
HMDB31564	Endogenous	C6H10O	98.07316494	97.06588834	0.06588834	n
HMDB33714	Endogenous	C6H10O	98.07316494	97.06588834	0.06588834	n
HMDB05843	Endogenous	C4H5NS	99.01426986	98.00699326	0.00699326	n
HMDB29755	Endogenous	C4H5NS	99.01426986	98.00699326	0.00699326	n
HMDB30276	Endogenous	C4H5NO2	99.03202841	98.02475181	0.02475181	n
HMDB11749	Endogenous	C5H9NO	99.06841392	98.06113732	0.06113732	n
HMDB31404	Endogenous	C6H13N	99.10479942	98.09752282	0.09752282	n
HMDB32416	Endogenous	C6H13N	99.10479942	98.09752282	0.09752282	n
HMDB32523	Endogenous	C4H4O3	100.016044	99.0087674	0.0087674	n
HMDB00509	Endogenous	C5H8O2	100.0524295	99.0451529	0.0451529	n
HMDB01470	Endogenous	C5H8O2	100.0524295	99.0451529	0.0451529	n
HMDB01862	Endogenous	C5H8O2	100.0524295	99.0451529	0.0451529	n
HMDB02167	Endogenous	C5H8O2	100.0524295	99.0451529	0.0451529	n
HMDB29599	Endogenous	C5H8O2	100.0524295	99.0451529	0.0451529	n
HMDB29608	Endogenous	C5H8O2	100.0524295	99.0451529	0.0451529	n
HMDB31598	Endogenous	C5H8O2	100.0524295	99.0451529	0.0451529	n
HMDB31602	Endogenous	C5H8O2	100.0524295	99.0451529	0.0451529	n
HMDB31648	Endogenous	C5H8O2	100.0524295	99.0451529	0.0451529	n
HMDB32351	Endogenous	C5H8O2	100.0524295	99.0451529	0.0451529	n
HMDB32385	Endogenous	C5H8O2	100.0524295	99.0451529	0.0451529	n
HMDB32459	Endogenous	C5H8O2	100.0524295	99.0451529	0.0451529	n
HMDB31642	Endogenous	C4H8N2O	100.0636629	99.0563863	0.0563863	n
HMDB00753	Endogenous	C6H12O	100.088815	99.0815384	0.0815384	n
HMDB01318	Endogenous	C6H12O	100.088815	99.0815384	0.0815384	n
HMDB02939	Endogenous	C6H12O	100.088815	99.0815384	0.0815384	n
HMDB05842	Endogenous	C6H12O	100.088815	99.0815384	0.0815384	n
HMDB05846	Endogenous	C6H12O	100.088815	99.0815384	0.0815384	n
HMDB05994	Endogenous	C6H12O	100.088815	99.0815384	0.0815384	n
HMDB30003	Endogenous	C6H12O	100.088815	99.0815384	0.0815384	n
HMDB30952	Endogenous	C6H12O	100.088815	99.0815384	0.0815384	n
HMDB31220	Endogenous	C6H12O	100.088815	99.0815384	0.0815384	n
HMDB31502	Endogenous	C6H12O	100.088815	99.0815384	0.0815384	n
HMDB31503	Endogenous	C6H12O	100.088815	99.0815384	0.0815384	n
HMDB31578	Endogenous	C6H12O	100.088815	99.0815384	0.0815384	n
HMDB31447	Endogenous	C7H16	100.1252005	99.1179239	0.1179239	n
HMDB29555	Endogenous	C4H7NS	101.0299199	100.0226433	0.0226433	n
HMDB29387	Endogenous	C4H7NO2	101.0476785	100.0404019	0.0404019	n
HMDB29615	Endogenous	C4H7NO2	101.0476785	100.0404019	0.0404019	n
HMDB12815	Endogenous	C5H11NO	101.084064	100.0767874	0.0767874	n
HMDB32323	Endogenous	C6H15N	101.1204495	100.1131729	0.1131729	n
HMDB32539	Endogenous	C6H15N	101.1204495	100.1131729	0.1131729	n
HMDB31242	Endogenous	C4H6OS	102.0139355	101.0066589	0.0066589	n
HMDB31253	Endogenous	C4H6OS	102.0139355	101.0066589	0.0066589	n
HMDB00005	Endogenous	C4H6O3	102.0316941	101.0244175	0.0244175	n
HMDB00060	Endogenous	C4H6O3	102.0316941	101.0244175	0.0244175	n
HMDB01172	Endogenous	C4H6O3	102.0316941	101.0244175	0.0244175	n
HMDB01259	Endogenous	C4H6O3	102.0316941	101.0244175	0.0244175	n
HMDB02217	Endogenous	C4H6O3	102.0316941	101.0244175	0.0244175	n
HMDB03381	Endogenous	C4H6O3	102.0316941	101.0244175	0.0244175	n
HMDB31646	Endogenous	C4H6O3	102.0316941	101.0244175	0.0244175	n
HMDB31529	Endogenous	C5H10S	102.050321	101.0430444	0.0430444	n
HMDB00718	Endogenous	C5H10O2	102.0680796	101.060803	0.060803	n
HMDB00892	Endogenous	C5H10O2	102.0680796	101.060803	0.060803	n
HMDB02176	Endogenous	C5H10O2	102.0680796	101.060803	0.060803	n
HMDB30058	Endogenous	C5H10O2	102.0680796	101.060803	0.060803	n
HMDB31241	Endogenous	C5H10O2	102.0680796	101.060803	0.060803	n
HMDB31247	Endogenous	C5H10O2	102.0680796	101.060803	0.060803	n
HMDB31249	Endogenous	C5H10O2	102.0680796	101.060803	0.060803	n
HMDB32230	Endogenous	C5H10O2	102.0680796	101.060803	0.060803	n
HMDB32263	Endogenous	C5H10O2	102.0680796	101.060803	0.060803	n
HMDB33742	Endogenous	C5H10O2	102.0680796	101.060803	0.060803	n
HMDB33890	Endogenous	C5H10O2	102.0680796	101.060803	0.060803	n
HMDB41992	Endogenous	C5H10O2	102.0680796	101.060803	0.060803	n
HMDB01252	Endogenous	C5H12NO	102.091889	101.0846124	0.0846124	n
HMDB12971	Endogenous	C6H14O	102.1044651	101.0971885	0.0971885	n
HMDB31326	Endogenous	C6H14O	102.1044651	101.0971885	0.0971885	n
HMDB31493	Endogenous	C6H14O	102.1044651	101.0971885	0.0971885	n
HMDB02322	Endogenous	C5H14N2	102.1156985	101.1084219	0.1084219	n
HMDB03661	Endogenous	C5H14N2	102.1156985	101.1084219	0.1084219	n
HMDB02455	Endogenous	C3H5NO3	103.026943	102.0196664	0.0196664	n
HMDB11602	Endogenous	C3H5NO3	103.026943	102.0196664	0.0196664	n
HMDB31682	Endogenous	C4H9NS	103.04557	102.0382934	0.0382934	n
HMDB00092	Endogenous	C4H9NO2	103.0633285	102.0560519	0.0560519	n
HMDB00112	Endogenous	C4H9NO2	103.0633285	102.0560519	0.0560519	n
HMDB00452	Endogenous	C4H9NO2	103.0633285	102.0560519	0.0560519	n
HMDB00650	Endogenous	C4H9NO2	103.0633285	102.0560519	0.0560519	n
HMDB01906	Endogenous	C4H9NO2	103.0633285	102.0560519	0.0560519	n
HMDB02166	Endogenous	C4H9NO2	103.0633285	102.0560519	0.0560519	n
HMDB02299	Endogenous	C4H9NO2	103.0633285	102.0560519	0.0560519	n
HMDB03911	Endogenous	C4H9NO2	103.0633285	102.0560519	0.0560519	n
HMDB31329	Endogenous	C4H9NO2	103.0633285	102.0560519	0.0560519	n
HMDB31654	Endogenous	C4H9NO2	103.0633285	102.0560519	0.0560519	n
HMDB41945	Endogenous	C4H9NO2	103.0633285	102.0560519	0.0560519	n
HMDB31259	Endogenous	C5H13NO	103.099714	102.0924374	0.0924374	n
HMDB31413	Endogenous	C4H13N3	103.1109474	102.1036708	0.1036708	n
HMDB01352	Endogenous	C3H4O4	104.0109586	103.003682	0.003682	n
HMDB06938	Endogenous	C3H4O4	104.0109586	103.003682	0.003682	n
HMDB31190	Endogenous	C4H8OS	104.0295856	103.022309	0.022309	n
HMDB31192	Endogenous	C4H8OS	104.0295856	103.022309	0.022309	n
HMDB31857	Endogenous	C4H8OS	104.0295856	103.022309	0.022309	n
HMDB00008	Endogenous	C4H8O3	104.0473441	103.0400675	0.0400675	n
HMDB00011	Endogenous	C4H8O3	104.0473441	103.0400675	0.0400675	n
HMDB00023	Endogenous	C4H8O3	104.0473441	103.0400675	0.0400675	n
HMDB00336	Endogenous	C4H8O3	104.0473441	103.0400675	0.0400675	n
HMDB00357	Endogenous	C4H8O3	104.0473441	103.0400675	0.0400675	n
HMDB00442	Endogenous	C4H8O3	104.0473441	103.0400675	0.0400675	n
HMDB00710	Endogenous	C4H8O3	104.0473441	103.0400675	0.0400675	n
HMDB31212	Endogenous	C4H8O3	104.0473441	103.0400675	0.0400675	n
HMDB02006	Endogenous	C3H8N2O2	104.0585775	103.0513009	0.0513009	n
HMDB32457	Endogenous	C5H12S	104.0659711	103.0586945	0.0586945	n
HMDB00187	Endogenous	C3H7NO3	105.0425931	104.0353165	0.0353165	n
HMDB03406	Endogenous	C3H7NO3	105.0425931	104.0353165	0.0353165	n
HMDB31226	Endogenous	C2H7N3O2	105.0538265	104.0465499	0.0465499	n
HMDB31520	Endogenous	C3H6O2S	106.0088501	105.0015735	0.0015735	n
HMDB00139	Endogenous	C3H6O4	106.0266087	105.0193321	0.0193321	n
HMDB06372	Endogenous	C3H6O4	106.0266087	105.0193321	0.0193321	n
HMDB31818	Endogenous	C3H6O4	106.0266087	105.0193321	0.0193321	n
HMDB06115	Endogenous	C7H6O	106.0418648	105.0345882	0.0345882	n
HMDB31716	Endogenous	C4H10OS	106.0452356	105.037959	0.037959	n
HMDB29734	Endogenous	C7H9N	107.0734993	106.0662227	0.0662227	n
HMDB32244	Endogenous	C7H9N	107.0734993	106.0662227	0.0662227	n
HMDB03364	Endogenous	C6H4O2	108.0211294	107.0138528	0.0138528	n
HMDB12133	Endogenous	C6H4O2	108.0211294	107.0138528	0.0138528	n
HMDB01858	Endogenous	C7H8O	108.0575149	107.0502383	0.0502383	n
HMDB02048	Endogenous	C7H8O	108.0575149	107.0502383	0.0502383	n
HMDB31849	Endogenous	C6H8N2	108.0687483	107.0614717	0.0614717	n
HMDB00965	Endogenous	C2H7NO2S	109.0197492	108.0124726	0.0124726	n
HMDB01169	Endogenous	C6H7NO	109.0527639	108.0454873	0.0454873	n
HMDB29722	Endogenous	C7H11N	109.0891494	108.0818728	0.0818728	n
HMDB31334	Endogenous	C3H7ClO2	110.0134572	109.0061806	0.0061806	n
HMDB29726	Endogenous	C6H6S	110.0190209	109.0117443	0.0117443	n
HMDB00957	Endogenous	C6H6O2	110.0367794	109.0295028	0.0295028	n
HMDB31180	Endogenous	C6H6O2	110.0367794	109.0295028	0.0295028	n
HMDB32037	Endogenous	C6H6O2	110.0367794	109.0295028	0.0295028	n
HMDB03905	Endogenous	C5H6N2O	110.0480128	109.0407362	0.0407362	n
HMDB29721	Endogenous	C7H10O	110.0731649	109.0658883	0.0658883	n
HMDB29728	Endogenous	C7H10O	110.0731649	109.0658883	0.0658883	n
HMDB31541	Endogenous	C7H10O	110.0731649	109.0658883	0.0658883	n
HMDB04230	Endogenous	C5H5NO2	111.0320284	110.0247518	0.0247518	n
HMDB00630	Endogenous	C4H5N3O	111.0432618	110.0359852	0.0359852	n
HMDB31163	Endogenous	C6H9NO	111.0684139	110.0611373	0.0611373	n
HMDB31308	Endogenous	C6H9NO	111.0684139	110.0611373	0.0611373	n
HMDB00870	Endogenous	C5H9N3	111.0796473	110.0723707	0.0723707	n
HMDB00444	Endogenous	C5H4O3	112.016044	111.0087674	0.0087674	n
HMDB00617	Endogenous	C5H4O3	112.016044	111.0087674	0.0087674	n
HMDB00300	Endogenous	C4H4N2O2	112.0272774	111.0200008	0.0200008	n
HMDB01164	Endogenous	C6H8O2	112.0524295	111.0451529	0.0451529	n
HMDB29581	Endogenous	C6H8O2	112.0524295	111.0451529	0.0451529	n
HMDB31344	Endogenous	C6H8O2	112.0524295	111.0451529	0.0451529	n
HMDB31543	Endogenous	C6H8O2	112.0524295	111.0451529	0.0451529	n
HMDB31759	Endogenous	C6H8O2	112.0524295	111.0451529	0.0451529	n
HMDB32233	Endogenous	C6H8O2	112.0524295	111.0451529	0.0451529	n
HMDB31483	Endogenous	C7H12O	112.088815	111.0815384	0.0815384	n
HMDB31486	Endogenous	C7H12O	112.088815	111.0815384	0.0815384	n
HMDB31488	Endogenous	C7H12O	112.088815	111.0815384	0.0815384	n
HMDB31539	Endogenous	C7H12O	112.088815	111.0815384	0.0815384	n
HMDB31540	Endogenous	C7H12O	112.088815	111.0815384	0.0815384	n
HMDB31550	Endogenous	C7H12O	112.088815	111.0815384	0.0815384	n
HMDB31551	Endogenous	C7H12O	112.088815	111.0815384	0.0815384	n
HMDB32301	Endogenous	C7H12O	112.088815	111.0815384	0.0815384	n
HMDB40339	Endogenous	C7H12O	112.088815	111.0815384	0.0815384	n
HMDB32449	Endogenous	C8H16	112.1252005	111.1179239	0.1179239	n
HMDB01301	Endogenous	C5H7NO2	113.0476785	112.0404019	0.0404019	n
HMDB06875	Endogenous	C5H7NO2	113.0476785	112.0404019	0.0404019	n
HMDB00562	Endogenous	C4H7N3O	113.0589119	112.0516353	0.0516353	n
HMDB31199	Endogenous	C6H11NO	113.084064	112.0767874	0.0767874	n
HMDB31702	Endogenous	C6H11NO	113.084064	112.0767874	0.0767874	n
HMDB31859	Endogenous	C5H6O3	114.0316941	113.0244175	0.0244175	n
HMDB00076	Endogenous	C4H6N2O2	114.0429274	113.0356508	0.0356508	n
HMDB03646	Endogenous	C4H6N2O2	114.0429274	113.0356508	0.0356508	n
HMDB00453	Endogenous	C6H10O2	114.0680796	113.060803	0.060803	n
HMDB03843	Endogenous	C6H10O2	114.0680796	113.060803	0.060803	n
HMDB10719	Endogenous	C6H10O2	114.0680796	113.060803	0.060803	n
HMDB29487	Endogenous	C6H10O2	114.0680796	113.060803	0.060803	n
HMDB31158	Endogenous	C6H10O2	114.0680796	113.060803	0.060803	n
HMDB31491	Endogenous	C6H10O2	114.0680796	113.060803	0.060803	n
HMDB31492	Endogenous	C6H10O2	114.0680796	113.060803	0.060803	n
HMDB31559	Endogenous	C6H10O2	114.0680796	113.060803	0.060803	n
HMDB31560	Endogenous	C6H10O2	114.0680796	113.060803	0.060803	n
HMDB31561	Endogenous	C6H10O2	114.0680796	113.060803	0.060803	n
HMDB31562	Endogenous	C6H10O2	114.0680796	113.060803	0.060803	n
HMDB32490	Endogenous	C6H10O2	114.0680796	113.060803	0.060803	n
HMDB39581	Endogenous	C6H10O2	114.0680796	113.060803	0.060803	n
HMDB40328	Endogenous	C6H10O2	114.0680796	113.060803	0.060803	n
HMDB00323	Endogenous	C5H10N2O	114.079313	113.0720364	0.0720364	n
HMDB03671	Endogenous	C7H14O	114.1044651	113.0971885	0.0971885	n
HMDB04814	Endogenous	C7H14O	114.1044651	113.0971885	0.0971885	n
HMDB05841	Endogenous	C7H14O	114.1044651	113.0971885	0.0971885	n
HMDB31405	Endogenous	C7H14O	114.1044651	113.0971885	0.0971885	n
HMDB31429	Endogenous	C7H14O	114.1044651	113.0971885	0.0971885	n
HMDB31475	Endogenous	C7H14O	114.1044651	113.0971885	0.0971885	n
HMDB31482	Endogenous	C7H14O	114.1044651	113.0971885	0.0971885	n
HMDB31538	Endogenous	C7H14O	114.1044651	113.0971885	0.0971885	n
HMDB31549	Endogenous	C7H14O	114.1044651	113.0971885	0.0971885	n
HMDB32405	Endogenous	C7H14O	114.1044651	113.0971885	0.0971885	n
HMDB41320	Endogenous	C7H14O	114.1044651	113.0971885	0.0971885	n
HMDB01485	Endogenous	C8H18	114.1408506	113.133574	0.133574	n
HMDB31418	Endogenous	C8H18	114.1408506	113.133574	0.133574	n
HMDB31583	Endogenous	C8H18	114.1408506	113.133574	0.133574	n
HMDB29172	Endogenous	C5H7O3	115.0395191	114.0322425	0.0322425	n
HMDB31328	Endogenous	C5H9NS	115.04557	114.0382934	0.0382934	n
HMDB32345	Endogenous	C5H9NS	115.04557	114.0382934	0.0382934	n
HMDB03411	Endogenous	C5H9NO2	115.0633285	114.0560519	0.0560519	n
HMDB12880	Endogenous	C5H9NO2	115.0633285	114.0560519	0.0560519	n
HMDB30409	Endogenous	C5H9NO2	115.0633285	114.0560519	0.0560519	n
HMDB31651	Endogenous	C6H13NO	115.099714	114.0924374	0.0924374	n
HMDB31244	Endogenous	C7H17N	115.1360995	114.1288229	0.1288229	n
HMDB00134	Endogenous	C4H4O4	116.0109586	115.003682	0.003682	n
HMDB00176	Endogenous	C4H4O4	116.0109586	115.003682	0.003682	n
HMDB29616	Endogenous	C2H4N4O2	116.0334254	115.0261488	0.0261488	n
HMDB00019	Endogenous	C5H8O3	116.0473441	115.0400675	0.0400675	n
HMDB00310	Endogenous	C5H8O3	116.0473441	115.0400675	0.0400675	n
HMDB00720	Endogenous	C5H8O3	116.0473441	115.0400675	0.0400675	n
HMDB01865	Endogenous	C5H8O3	116.0473441	115.0400675	0.0400675	n
HMDB03771	Endogenous	C5H8O3	116.0473441	115.0400675	0.0400675	n
HMDB12233	Endogenous	C5H8O3	116.0473441	115.0400675	0.0400675	n
HMDB31643	Endogenous	C5H8O3	116.0473441	115.0400675	0.0400675	n
HMDB32411	Endogenous	C6H12S	116.0659711	115.0586945	0.0586945	n
HMDB00535	Endogenous	C6H12O2	116.0837296	115.076453	0.076453	n
HMDB00689	Endogenous	C6H12O2	116.0837296	115.076453	0.076453	n
HMDB29762	Endogenous	C6H12O2	116.0837296	115.076453	0.076453	n
HMDB30027	Endogenous	C6H12O2	116.0837296	115.076453	0.076453	n
HMDB30056	Endogenous	C6H12O2	116.0837296	115.076453	0.076453	n
HMDB30059	Endogenous	C6H12O2	116.0837296	115.076453	0.076453	n
HMDB31207	Endogenous	C6H12O2	116.0837296	115.076453	0.076453	n
HMDB31221	Endogenous	C6H12O2	116.0837296	115.076453	0.076453	n
HMDB31246	Endogenous	C6H12O2	116.0837296	115.076453	0.076453	n
HMDB31248	Endogenous	C6H12O2	116.0837296	115.076453	0.076453	n
HMDB31325	Endogenous	C6H12O2	116.0837296	115.076453	0.076453	n
HMDB31511	Endogenous	C6H12O2	116.0837296	115.076453	0.076453	n
HMDB31580	Endogenous	C6H12O2	116.0837296	115.076453	0.076453	n
HMDB33774	Endogenous	C6H12O2	116.0837296	115.076453	0.076453	n
HMDB33889	Endogenous	C6H12O2	116.0837296	115.076453	0.076453	n
HMDB12176	Endogenous	C5H12N2O	116.094963	115.0876864	0.0876864	n
HMDB12296	Endogenous	C6H14NO	116.1075391	115.1002625	0.1002625	n
HMDB31479	Endogenous	C7H16O	116.1201151	115.1128385	0.1128385	n
HMDB32407	Endogenous	C7H16O	116.1201151	115.1128385	0.1128385	n
HMDB33908	Endogenous	C7H16O	116.1201151	115.1128385	0.1128385	n
HMDB02287	Endogenous	C4H7NOS	117.0248345	116.0175579	0.0175579	n
HMDB00532	Endogenous	C4H7NO3	117.0425931	116.0353165	0.0353165	n
HMDB06454	Endogenous	C4H7NO3	117.0425931	116.0353165	0.0353165	n
HMDB12249	Endogenous	C4H7NO3	117.0425931	116.0353165	0.0353165	n
HMDB00128	Endogenous	C3H7N3O2	117.0538265	116.0465499	0.0465499	n
HMDB00738	Endogenous	C8H7N	117.0578492	116.0505726	0.0505726	n
HMDB00043	Endogenous	C5H11NO2	117.0789786	116.071702	0.071702	n
